title,image_path,thumbnail_path,description
"Balet,2020","data/works/2020/Balet,2020.png","data/works/2020/Balet,2020_thumbnail.png","Balet,2020"
"Snow,2020","data/works/2020/Snow,2020.png","data/works/2020/Snow,2020_thumbnail.png","Snow,2020"
"Window,2020","data/works/2020/Window,2020.png","data/works/2020/Window,2020_thumbnail.png","Window,2020"
