title,image_path,thumbnail_path,description
golden dream,data/works/2014/golden_dream_1.jpg,data/works/2014/golden_dream_1_thumbnail.jpg,"Golden Dream, exhibit in venice"
golden dream,data/works/2014/golden_dream_2.jpg,data/works/2014/golden_dream_2_thumbnail.jpg,"Golden Dream, exhibition"
golden dream,data/works/2014/golden_dream_3.jpg,data/works/2014/golden_dream_3_thumbnail.jpg,"Golden Dream, oil on canvas, 200x200cm"
